id;name;created_date;translation_key;sub_category_group_id;entity_name;abbreviation;form_name
57;Wohnmobil;2023-06-13 00:00:00;jaynaApp.contract.group-type.camper;26;contract;;
58;Traktor;2023-06-13 00:00:00;jaynaApp.contract.group-type.tractor;26;contract;;
59;gesetzliche Krankenversicherung;2023-06-13 00:00:00;jaynaApp.contract.group-type.statutory-health-insurance;27;contract;;
60;Ausland;2023-06-13 00:00:00;jaynaApp.contract.group-type.abroad;27;contract;;
61;Privat Zusatz Zahn;2023-06-13 00:00:00;jaynaApp.contract.group-type.additional-insurance-teeth;27;contract;;
62;Privat Zusatz stationär;2023-06-13 00:00:00;jaynaApp.contract.group-type.additional-insurance-stationary;27;contract;;
63;Privat Zusatz ambulant;2023-06-13 00:00:00;jaynaApp.contract.group-type.additional-insurance-outpatient;27;contract;;
64;Privat Kranken voll;2023-06-13 00:00:00;jaynaApp.contract.group-type.additional-insurance-full;27;contract;;
65;Krankentagegeld;2023-06-13 00:00:00;jaynaApp.contract.group-type.sick-pay;27;contract;;
66;Krankenhaustagegeld;2023-06-13 00:00:00;jaynaApp.contract.group-type.hospital-per-diem;27;contract;;
67;Umschuldung;2023-06-13 00:00:00;jaynaApp.contract.group-type.rescheduling;15;contract;;
68;Modernisierung;2023-06-13 00:00:00;jaynaApp.contract.group-type.modernization;15;contract;;
69;freie Verwendung;2023-06-13 00:00:00;jaynaApp.contract.group-type.free-use;15;contract;;
70;Risiko Lebensversicherung;2023-06-13 00:00:00;jaynaApp.contract.group-type.risk-life-insurance;28;contract;;
71;Rentenversicherung Fonds;2023-06-13 00:00:00;jaynaApp.contract.group-type.pension-insurance-fund;28;contract;;
72;Berufsunfähigkeit;2023-06-13 00:00:00;jaynaApp.contract.group-type.disability-insurance;28;contract;;
73;Pflegeversicherung;2023-06-13 00:00:00;jaynaApp.contract.group-type.care-insurance;28;contract;;
74;Rentenversicherung klassisch;2023-06-13 00:00:00;jaynaApp.contract.group-type.pension-insurance;28;contract;;
75;Pflegetagegeld;2023-06-13 00:00:00;jaynaApp.contract.group-type.daily-care-allowance;28;contract;;
76;Autotelefon;2023-06-13 00:00:00;jaynaApp.contract.group-type.car-phone;20;contract;;
77;Handy;2023-06-13 00:00:00;jaynaApp.contract.group-type.mobile;20;contract;;
78;Tablet;2023-06-13 00:00:00;jaynaApp.contract.group-type.tablet;20;contract;;
79;Mini;2023-06-13 00:00:00;jaynaApp.contract.group-type.mini-job;2;contract;;employment-contract
80;Teilzeit;2023-06-13 00:00:00;jaynaApp.contract.group-type.half-time;2;contract;;employment-contract
81;Vollzeit;2023-06-13 00:00:00;jaynaApp.contract.group-type.full-time;2;contract;;employment-contract
82;Aushilfe;2023-06-13 00:00:00;jaynaApp.contract.group-type.help;2;contract;;employment-contract
83;Praktikumsvertrag;2023-06-13 00:00:00;jaynaApp.contract.group-type.internship;2;contract;;employment-contract
84;Aufhebungsvertrag;2023-06-13 00:00:00;jaynaApp.contract.group-type.termination-agreement;2;contract;;employment-contract
85;Werkvertrag;2023-06-13 00:00:00;jaynaApp.contract.group-type.work-contract;2;contract;;employment-contract
86;Strom;2023-06-13 00:00:00;jaynaApp.contract.group-type.electricity;8;contract;;
87;Unfall;2023-06-13 00:00:00;jaynaApp.contract.group-type.accident;29;contract;;
88;Hausrat;2023-06-13 00:00:00;jaynaApp.contract.group-type.household-goods;29;contract;;
89;Wohngebäude;2023-06-13 00:00:00;jaynaApp.contract.group-type.residential-building;29;contract;;
90;Rechtsschutz;2023-06-13 00:00:00;jaynaApp.contract.group-type.legal-protection;29;contract;;
91;Privathaftpflicht;2023-06-13 00:00:00;jaynaApp.contract.group-type.personal-liability;29;contract;;
92;Bauherrenhaftpflicht;2023-06-13 00:00:00;jaynaApp.contract.group-type.builders-liability;29;contract;;
93;E-Bike & Pedeleg;2023-06-13 00:00:00;jaynaApp.contract.group-type.ebike;29;contract;;
94;Glas;2023-06-13 00:00:00;jaynaApp.contract.group-type.glas;29;contract;;
95;Feuer;2023-06-13 00:00:00;jaynaApp.contract.group-type.fire;29;contract;;
96;Haus- und Grundbesitzerhaftpflicht;2023-06-13 00:00:00;jaynaApp.contract.group-type.homeowner-liability;29;contract;;
97;Kunst;2023-06-13 00:00:00;jaynaApp.contract.group-type.art;29;contract;;
98;Mietausfall;2023-06-13 00:00:00;jaynaApp.contract.group-type.loss-of-rent;29;contract;;
99;Photovoltaik;2023-06-13 00:00:00;jaynaApp.contract.group-type.photovoltaic;29;contract;;
100;Tier OP;2023-06-13 00:00:00;jaynaApp.contract.group-type.animal-surgery;29;contract;;
101;Tierhalterhaftpflicht;2023-06-13 00:00:00;jaynaApp.contract.group-type.animal-owner-liability;29;contract;;
102;Umweltschadenhaftpflicht;2023-06-13 00:00:00;jaynaApp.contract.group-type.environmental-damage;29;contract;;
103;Elementar (Wohngebäude);2023-06-13 00:00:00;jaynaApp.contract.group-type.elementary;29;contract;;
104;Versicherungsmakler;2023-06-13 00:00:00;jaynaApp.contract.group-type.insurance-broker;5;contract;;insurance-broker
105;Hausmeisterservice;2023-06-13 00:00:00;jaynaApp.contract.group-type.caretaker-service;5;contract;;caretaker-service
106;Reinigung;2023-06-13 00:00:00;jaynaApp.contract.group-type.cleaning;5;contract;;cleaning
107;Immobilienmakler;2023-06-13 00:00:00;jaynaApp.contract.group-type.real-estate-agent;5;contract;;real-estate-agent
108;Gärtner;2023-06-13 00:00:00;jaynaApp.contract.group-type.gardener;5;contract;;gardener
109;KFZ-Inspektion;2023-06-13 00:00:00;jaynaApp.contract.group-type.car-inspection;5;contract;;car-inspection
110;Filme / Serien;2023-06-13 00:00:00;jaynaApp.contract.group-type.movies-series;21;contract;;
111;Musik;2023-06-13 00:00:00;jaynaApp.contract.group-type.music;21;contract;;
112;Heizung;2023-06-13 00:00:00;jaynaApp.contract.group-type.heating;6;contract;;heating
113;Wärmepumpe;2023-06-13 00:00:00;jaynaApp.contract.group-type.heat-pump;6;contract;;heat-pump
114;Schornsteinfeger;2023-06-13 00:00:00;jaynaApp.contract.group-type.chimney-sweeper;6;contract;;chimney-sweeper
115;Aufzug;2023-06-13 00:00:00;jaynaApp.contract.group-type.elevator;6;contract;;elevator
116;Wohnungsmietvertrag;2023-06-13 00:00:00;jaynaApp.contract.group-type.apartment-rental-agreement;25;contract;;
117;Hausmietvertrag;2023-06-13 00:00:00;jaynaApp.contract.group-type.house-lease;25;contract;;
118;Gewerbeeinheit;2023-06-13 00:00:00;jaynaApp.realestate.group-type.commercial-unit;32;realestate;GEWE;commercial-residential-property
119;Gewerbehaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.commercial-building;32;realestate;GEWH;commercial-residential-property
120;Halle;2023-06-13 00:00:00;jaynaApp.realestate.group-type.hall;33;realestate;HALL;commercial-residential-property
121;Doppelhaushälfte;2023-06-13 00:00:00;jaynaApp.realestate.group-type.semit-detached-house;34;realestate;DHH;commercial-residential-property
122;Einfamilienhaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.detached-house;34;realestate;EFH;commercial-residential-property
123;Ferienhaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.vacation-house;34;realestate;FEH;commercial-residential-property
124;Mehrfamilienhaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.apartment-building;34;realestate;MFH;commercial-residential-property
125;Pflegeeinrichtung;2023-06-13 00:00:00;jaynaApp.realestate.group-type.care-facility;34;realestate;PFE;commercial-residential-property
126;Reihenendhaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.terraced-end-house;34;realestate;REH;commercial-residential-property
127;Reihenmittelhaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.terraced-mid-house;34;realestate;RMH;commercial-residential-property
128;Zweifamilienhaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.two-family-house;34;realestate;ZFH;commercial-residential-property
129;Wohnungen & Gewerbe;2023-06-13 00:00:00;jaynaApp.realestate.group-type.apartments-commercial-mix;35;realestate;PGM;commercial-residential-property
130;Carport;2023-06-13 00:00:00;jaynaApp.realestate.group-type.carport;36;realestate;CARP;carport
131;Garage;2023-06-13 00:00:00;jaynaApp.realestate.group-type.garage;36;realestate;GARA;garage
132;Parkhaus;2023-06-13 00:00:00;jaynaApp.realestate.group-type.parking-house;36;realestate;PARH;parking-house
133;Parkplatz;2023-06-13 00:00:00;jaynaApp.realestate.group-type.parking-space;36;realestate;PARP;parking-space
134;Ackerland;2023-06-13 00:00:00;jaynaApp.realestate.group-type.farmland;37;realestate;ACKE;farmland
135;Forst;2023-06-13 00:00:00;jaynaApp.realestate.group-type.forest;37;realestate;FORS;forest
136;Frucht;2023-06-13 00:00:00;jaynaApp.realestate.group-type.fruit;37;realestate;FRUCH;fruit
137;Weide;2023-06-13 00:00:00;jaynaApp.realestate.group-type.pasture;37;realestate;WEID;pasture
138;Schrebergarten;2023-06-13 00:00:00;jaynaApp.realestate.group-type.allotment-garden;38;realestate;STGA;allotment-garden
139;Bebauungsgrundstück;2023-06-13 00:00:00;jaynaApp.realestate.group-type.building-plot;39;realestate;BBGS;building-plot
140;Wiese;2023-06-13 00:00:00;jaynaApp.realestate.group-type.meadow;39;realestate;WIES;meadow
141;Notar;2023-06-13 00:00:00;jaynaApp.contract.group-type.notary;5;contract;;notary
142;Gemeindegebühren;2023-06-13 00:00:00;jaynaApp.contract.group-type.municipal-fees;40;contract;;municipal-fees
143;Grunderwerbssteuer;2023-06-13 00:00:00;jaynaApp.contract.group-type.real-estate-tax;40;contract;;real-estate-tax
144;Girokonto;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.checking-account;41;financeaccount;;checking-account
145;Sparkonto;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.saving-account;41;financeaccount;;saving-account
146;Charge;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.charge;42;financeaccount;;charge
147;Revolving;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.revolving;42;financeaccount;;revolving
148;Prepaid;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.prepaid;42;financeaccount;;prepaid
149;Debit;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.debit;42;financeaccount;;debit
150;Online Virtuell;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.online-virtual;42;financeaccount;;online-virtual
151;Paypal;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.paypal;43;financeaccount;;paypal
152;Samsung;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.samsung;42;financeaccount;;samung
153;Google Pay;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.google-pay;43;financeaccount;;google-pay
154;Apple Pay;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.apple-pay;43;financeaccount;;apple-pay
155;Skrill;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.skrill;43;financeaccount;;skrill
156;Stripe;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.stripe;43;financeaccount;;stripe
157;Klarna;2023-06-13 00:00:00;jaynaApp.financeaccount.group-type.klarna;43;financeaccount;;klarna
158;Kontakt;2023-06-13 00:00:00;jaynaApp.contact.group-type.contact;44;contact;;contact
159;A;2023-06-13 00:00:00;jaynaApp.mobility.group-type.a;45;mobility;;a
160;B;2023-06-13 00:00:00;jaynaApp.mobility.group-type.b;45;mobility;;b
161;C;2023-06-13 00:00:00;jaynaApp.mobility.group-type.c;45;mobility;;c
162;Cabrio;2023-06-13 00:00:00;jaynaApp.mobility.group-type.convertible;46;mobility;;convertible
163;Coupé;2023-06-13 00:00:00;jaynaApp.mobility.group-type.coupe;46;mobility;;coupe
164;CUV;2023-06-13 00:00:00;jaynaApp.mobility.group-type.cuv;46;mobility;;cuv
165;Geländewagen;2023-06-13 00:00:00;jaynaApp.mobility.group-type.off-road-vehicle;46;mobility;;off-road-vehicle
166;Kleinbus;2023-06-13 00:00:00;jaynaApp.mobility.group-type.minibus;46;mobility;;minibus
167;Kleintransporter;2023-06-13 00:00:00;jaynaApp.mobility.group-type.small-transporter;46;mobility;;small-transporter
168;Kleinwagen;2023-06-13 00:00:00;jaynaApp.mobility.group-type.small-car;46;mobility;;small-car
169;Kombi;2023-06-13 00:00:00;jaynaApp.mobility.group-type.station-wagon;46;mobility;;station-wagon
170;Limousine;2023-06-13 00:00:00;jaynaApp.mobility.group-type.limousine;46;mobility;;limousine
171;Minivan;2023-06-13 00:00:00;jaynaApp.mobility.group-type.minivan;46;mobility;;minivan
172;Pickup;2023-06-13 00:00:00;jaynaApp.mobility.group-type.pickup;46;mobility;;pickup
173;Roadstar;2023-06-13 00:00:00;jaynaApp.mobility.group-type.roadstar;46;mobility;;roadstar
174;SUV;2023-06-13 00:00:00;jaynaApp.mobility.group-type.suv;46;mobility;;suv
175;Transporter;2023-06-13 00:00:00;jaynaApp.mobility.group-type.transporter;46;mobility;;transporter
176;Van;2023-06-13 00:00:00;jaynaApp.mobility.group-type.van;46;mobility;;van
177;City;2023-06-13 00:00:00;jaynaApp.mobility.group-type.city;47;mobility;;city
178;Cross;2023-06-13 00:00:00;jaynaApp.mobility.group-type.cross;47;mobility;;cross
179;Dreirad;2023-06-13 00:00:00;jaynaApp.mobility.group-type.tricycle;47;mobility;;tricycle
180;Falt;2023-06-13 00:00:00;jaynaApp.mobility.group-type.folding-bike;47;mobility;;folding-bike
181;Gravel;2023-06-13 00:00:00;jaynaApp.mobility.group-type.gravel;47;mobility;;gravel
182;Lasten;2023-06-13 00:00:00;jaynaApp.mobility.group-type.cargo;47;mobility;;cargo
183;Lifestyle;2023-06-13 00:00:00;jaynaApp.mobility.group-type.lifestyle;47;mobility;;lifestyle
184;Mountainbike;2023-06-13 00:00:00;jaynaApp.mobility.group-type.mtb;47;mobility;;mtb
185;Rennrad;2023-06-13 00:00:00;jaynaApp.mobility.group-type.racing-bike;47;mobility;;racing-bike
186;Speed;2023-06-13 00:00:00;jaynaApp.mobility.group-type.speed-bike;47;mobility;;speed-bike
187;SUV;2023-06-13 00:00:00;jaynaApp.mobility.group-type.suv;47;mobility;;suv
188;Trekking;2023-06-13 00:00:00;jaynaApp.mobility.group-type.trekking-bike;47;mobility;;trekking-bike
189;XXL;2023-06-13 00:00:00;jaynaApp.mobility.group-type.xxl;47;mobility;;xxl
190;City;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-city;48;mobility;;e-city
191;Cross;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-cross;48;mobility;;e-cross
192;Dreirad;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-tricycle;48;mobility;;e-tricycle
193;Falt;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-folding-bike;48;mobility;;e-folding-bike
194;Gravel;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-gravel;48;mobility;;e-gravel
195;Lasten;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-cargo;48;mobility;;e-cargo
196;Lifestyle;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-lifestyle;48;mobility;;e-lifestyle
197;Mountainbike;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-mtb;48;mobility;;e-mtb
198;Rennrad;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-racing-bike;48;mobility;;e-racing-bike
199;Speed;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-speed-bike;48;mobility;;e-speed-bike
200;SUV;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-suv;48;mobility;;e-suv
201;Trekking;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-trekking-bike;48;mobility;;e-trekking-bike
202;XXL;2023-06-13 00:00:00;jaynaApp.mobility.group-type.e-xxl;48;mobility;;e-xxl
203;Motorsegler;2023-06-13 00:00:00;jaynaApp.mobility.group-type.motor-glider;49;mobility;;motor-glider
204;A;2023-06-13 00:00:00;jaynaApp.mobility.group-type.box-a;50;mobility;;box-a
205;B;2023-06-13 00:00:00;jaynaApp.mobility.group-type.box-b;50;mobility;;box-b
206;C;2023-06-13 00:00:00;jaynaApp.mobility.group-type.box-c;50;mobility;;box-c
207;Motorboot;2023-06-13 00:00:00;jaynaApp.mobility.group-type.motor-boat;51;mobility;;motor-boat
208;Sportboot;2023-06-13 00:00:00;jaynaApp.mobility.group-type.sports-boat;51;mobility;;sports-boat
209;Yacht;2023-06-13 00:00:00;jaynaApp.mobility.group-type.yacht;51;mobility;;yacht
210;Jollenkreuzer;2023-06-13 00:00:00;jaynaApp.mobility.group-type.dinghy-cruiser;51;mobility;;dinghy-cruiser
211;Chopper;2023-06-13 00:00:00;jaynaApp.mobility.group-type.chopper;52;mobility;;chopper
212;Cruiser;2023-06-13 00:00:00;jaynaApp.mobility.group-type.cruiser;52;mobility;;cruiser
213;Dirt Bike;2023-06-13 00:00:00;jaynaApp.mobility.group-type.dirt-bike;52;mobility;;dirt-bike
214;Motocross;2023-06-13 00:00:00;jaynaApp.mobility.group-type.motocross;52;mobility;;motocross
215;Naked;2023-06-13 00:00:00;jaynaApp.mobility.group-type.naked;52;mobility;;naked
216;Srambler;2023-06-13 00:00:00;jaynaApp.mobility.group-type.srambler;52;mobility;;srambler
217;Streetfighter;2023-06-13 00:00:00;jaynaApp.mobility.group-type.streetfighter;52;mobility;;streetfighter
218;Stuntbike;2023-06-13 00:00:00;jaynaApp.mobility.group-type.stuntbike;52;mobility;;stuntbike
219;Trial;2023-06-13 00:00:00;jaynaApp.mobility.group-type.trial;52;mobility;;trial
220;City;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-city;53;mobility;;p-city
221;Cross;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-cross;53;mobility;;p-cross
222;Dreirad;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-tricycle;53;mobility;;p-tricycle
223;Falt;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-folding-bike;53;mobility;;p-folding-bike
224;Gravel;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-gravel;53;mobility;;p-gravel
225;Lasten;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-cargo;53;mobility;;p-cargo
226;Lifestyle;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-lifestyle;53;mobility;;p-lifestyle
227;Mountainbike;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-mtb;53;mobility;;p-mtb
228;Rennrad;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-racing-bike;53;mobility;;p-racing-bike
229;Speed;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-speed-bike;53;mobility;;p-speed-bike
230;SUV;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-suv;53;mobility;;p-suv
231;Trekking;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-trekking-bike;53;mobility;;p-trekking-bike
232;XXL;2023-06-13 00:00:00;jaynaApp.mobility.group-type.p-xxl;53;mobility;;p-xxl
233;4x4;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-4x4;54;mobility;;quad-4x4
234;C;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-c;54;mobility;;quad-c
235;Elektro;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-electro;54;mobility;;quad-electro
236;Kinder;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-children;54;mobility;;quad-children
237;Offroad;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-offroad;54;mobility;;quad-offroad
238;Pocket;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-pocket;54;mobility;;quad-pocket
239;Renn;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-race;54;mobility;;quad-race
240;Road;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-road;54;mobility;;quad-road
241;Side by Side;2023-06-13 00:00:00;jaynaApp.mobility.group-type.quad-side-by-side;54;mobility;;quad-side-by-side
242;Segelboot;2023-06-13 00:00:00;jaynaApp.mobility.group-type.sailing-boat;55;mobility;;sailing-boat
243;Segelyacht;2023-06-13 00:00:00;jaynaApp.mobility.group-type.sailing-yacht;55;mobility;;sailing-yacht
244;B;2023-06-13 00:00:00;jaynaApp.mobility.group-type.tractor-b;56;mobility;;tractor-b
245;C;2023-06-13 00:00:00;jaynaApp.mobility.group-type.tractor-c;56;mobility;;tractor-c
246;Träker;2023-06-13 00:00:00;jaynaApp.mobility.group-type.tractor-tractor;56;mobility;;tractor-tractor
247;mit Alkoven;2023-06-13 00:00:00;jaynaApp.mobility.group-type.alkoven;57;mobility;;alkoven
248;teilintegriert;2023-06-13 00:00:00;jaynaApp.mobility.group-type.semi-integrated;57;mobility;;semi-integrated
249;vollintegriert;2023-06-13 00:00:00;jaynaApp.mobility.group-type.fully-integrated;57;mobility;;fully-integrated
250;Familien;2023-06-13 00:00:00;jaynaApp.mobility.group-type.family;58;mobility;;family
251;Luxus;2023-06-13 00:00:00;jaynaApp.mobility.group-type.luxury;58;mobility;;luxury
252;Sport;2023-06-13 00:00:00;jaynaApp.mobility.group-type.sport;58;mobility;;sport
253;Zelt;2023-06-13 00:00:00;jaynaApp.mobility.group-type.tent;58;mobility;;tent
254;Zwei-Personen;2023-06-13 00:00:00;jaynaApp.mobility.group-type.two-persons;58;mobility;;two-persons
